Segmentation file name, Ground truth file name, BDE value
157036.jpg, 157036.seg, 12.941651521076231
187029.jpg, 187029.seg, 15.201711121705934
65033.jpg, 65033.seg, 32.17234593898823
71046.jpg, 71046.seg, 26.212058297339556
299091.jpg, 299091.seg, 25.08926525565144
242078.jpg, 242078.seg, 9.859083577320916
232038.jpg, 232038.seg, 34.38924881807039
148089.jpg, 148089.seg, 12.889603478672704
21077.jpg, 21077.seg, 11.28496313457455
173036.jpg, 173036.seg, 15.91099059005532
41033.jpg, 41033.seg, 16.823026508391408
198054.jpg, 198054.seg, 15.739055911472473
388016.jpg, 388016.seg, 16.85129311945456
292066.jpg, 292066.seg, 32.21688349154354
12084.jpg, 12084.seg, 15.486924364868923
175043.jpg, 175043.seg, 21.196857238867548
189011.jpg, 189011.seg, 11.65898217018863
376043.jpg, 376043.seg, 16.485280168403037
59078.jpg, 59078.seg, 16.135013050773466
299086.jpg, 299086.seg, 22.0620486475989
108041.jpg, 108041.seg, 14.783228819840472
66075.jpg, 66075.seg, 26.52706993500304
108082.jpg, 108082.seg, 24.550292833098727
20008.jpg, 20008.seg, 31.94428978014249
134035.jpg, 134035.seg, 12.849220574453273
370036.jpg, 370036.seg, 10.533152881664332
38082.jpg, 38082.seg, 10.873330115031878
45096.jpg, 45096.seg, 22.78947652776257
41025.jpg, 41025.seg, 9.950544999920336
207056.jpg, 207056.seg, 20.695221189045316
314016.jpg, 314016.seg, 14.967120518997943
167083.jpg, 167083.seg, 18.486483746662287
188091.jpg, 188091.seg, 21.396727225872954
42049.jpg, 42049.seg, 17.318241477635926
295087.jpg, 295087.seg, 21.64318116192067
56028.jpg, 56028.seg, 29.857381595695266
134008.jpg, 134008.seg, 14.44022573575714
153093.jpg, 153093.seg, 11.228771645382064
229036.jpg, 229036.seg, 11.382063933971027
54005.jpg, 54005.seg, 11.16121773524424
65019.jpg, 65019.seg, 8.248316537611778
176039.jpg, 176039.seg, 19.782915089768075
89072.jpg, 89072.seg, 17.256495861396576
187003.jpg, 187003.seg, 13.06412055542999
61086.jpg, 61086.seg, 9.152600582345338
147021.jpg, 147021.seg, 20.749629792567184
353013.jpg, 353013.seg, 15.014869234922548
317080.jpg, 317080.seg, 9.737567551149926
28096.jpg, 28096.seg, 19.449137282721846
35010.jpg, 35010.seg, 17.650495401297928
285079.jpg, 285079.seg, 17.276617285409788
69020.jpg, 69020.seg, 14.479514847324136
151087.jpg, 151087.seg, 13.322224316325572
219090.jpg, 219090.seg, 10.474628312396119
103070.jpg, 103070.seg, 13.513658580574567
156065.jpg, 156065.seg, 37.512733250765805
