Segmentation file name, Ground truth file name, BDE value
8049.jpg, 8049.seg, 8.384317823901345
8143.jpg, 8143.seg, 10.01088302778256
78019.jpg, 78019.seg, 6.968277750366632
85048.jpg, 85048.seg, 6.192693920463796
86000.jpg, 86000.seg, 8.307006903344318
86068.jpg, 86068.seg, 17.092216980814307
69020.jpg, 69020.seg, 8.050653888058346
86016.jpg, 86016.seg, 8.303020165726124
90076.jpg, 90076.seg, 9.160466225259455
95006.jpg, 95006.seg, 10.944132783158556
76053.jpg, 76053.seg, 13.611775983303978
89072.jpg, 89072.seg, 8.808951860003724
97017.jpg, 97017.seg, 11.964132429262905
87065.jpg, 87065.seg, 11.33946019357192
76002.jpg, 76002.seg, 6.550267090700748
87046.jpg, 87046.seg, 9.394413063584478
67079.jpg, 67079.seg, 13.183317383042933
78004.jpg, 78004.seg, 9.210063181441953
80099.jpg, 80099.seg, 21.33120265971828
92059.jpg, 92059.seg, 10.777294863196625
97033.jpg, 97033.seg, 14.672135838036942
8023.jpg, 8023.seg, 13.95518306817601
71046.jpg, 71046.seg, 10.694398776937556
94079.jpg, 94079.seg, 10.907609290097378
239007.jpg, 239007.seg, 6.985215062337623
326038.jpg, 326038.seg, 12.355381979110797
20008.jpg, 20008.seg, 7.348516716080069
181091.jpg, 181091.seg, 9.902947074189402
365073.jpg, 365073.seg, 6.17539090862871
368016.jpg, 368016.seg, 10.140833057231015
28075.jpg, 28075.seg, 17.486921311297635
254054.jpg, 254054.seg, 11.322514900218799
183055.jpg, 183055.seg, 14.666842859254807
21077.jpg, 21077.seg, 10.105496851681181
35058.jpg, 35058.seg, 8.001645593704707
33039.jpg, 33039.seg, 13.159295638697714
245051.jpg, 245051.seg, 6.3552042324574165
239096.jpg, 239096.seg, 10.140534812152739
181018.jpg, 181018.seg, 7.691910230109948
277095.jpg, 277095.seg, 9.910062860254758
176039.jpg, 176039.seg, 13.672195155388556
68077.jpg, 68077.seg, 7.315329260929581
181079.jpg, 181079.seg, 9.079044694202596
178054.jpg, 178054.seg, 13.56633867622568
187039.jpg, 187039.seg, 10.76117308423676
189080.jpg, 189080.seg, 12.135150226917027
14037.jpg, 14037.seg, 9.635637152228906
187029.jpg, 187029.seg, 10.307822219573127
56028.jpg, 56028.seg, 23.951173742976405
197017.jpg, 197017.seg, 10.036121366507407
156065.jpg, 156065.seg, 14.968027406735354
69040.jpg, 69040.seg, 17.189843088026002
61060.jpg, 61060.seg, 11.89784237533522
15088.jpg, 15088.seg, 14.114252545483168
260081.jpg, 260081.seg, 9.851541140288933
388016.jpg, 388016.seg, 11.527721781023235
134052.jpg, 134052.seg, 7.264434383477201
160068.jpg, 160068.seg, 9.588563736899891
164074.jpg, 164074.seg, 14.816363446412854
188005.jpg, 188005.seg, 10.180941586725348
144067.jpg, 144067.seg, 9.881029526220292
130034.jpg, 130034.seg, 12.22442014224423
38092.jpg, 38092.seg, 7.301178136556992
55073.jpg, 55073.seg, 13.792987054594802
19021.jpg, 19021.seg, 9.83314241041698
246053.jpg, 246053.seg, 11.390177518448345
299086.jpg, 299086.seg, 9.962948714748224
66075.jpg, 66075.seg, 11.39088525309983
295087.jpg, 295087.seg, 8.055295842729667
65019.jpg, 65019.seg, 6.945538987820609
101085.jpg, 101085.seg, 6.35707747229714
291000.jpg, 291000.seg, 10.85077102593566
311068.jpg, 311068.seg, 11.971894513154869
376043.jpg, 376043.seg, 11.634576055573705
65132.jpg, 65132.seg, 9.11488105524928
374020.jpg, 374020.seg, 10.73449942050925
292066.jpg, 292066.seg, 11.79266039425556
35010.jpg, 35010.seg, 12.220518750694897
249087.jpg, 249087.seg, 10.399438162740758
385028.jpg, 385028.seg, 7.217570333004328
41004.jpg, 41004.seg, 10.924072747211131
66039.jpg, 66039.seg, 13.88026198786922
173036.jpg, 173036.seg, 10.483464799163452
112082.jpg, 112082.seg, 8.501908857869127
163014.jpg, 163014.seg, 8.425498725426976
140055.jpg, 140055.seg, 9.686207367194257
176035.jpg, 176035.seg, 7.403319931407431
227092.jpg, 227092.seg, 11.24877563303867
100098.jpg, 100098.seg, 14.978972817752759
42049.jpg, 42049.seg, 10.129660578632272
42078.jpg, 42078.seg, 11.425481780950161
227040.jpg, 227040.seg, 14.102408573738686
2092.jpg, 2092.seg, 11.143633054135588
26031.jpg, 26031.seg, 12.097021697582926
189011.jpg, 189011.seg, 10.022166195700876
159045.jpg, 159045.seg, 7.67175110894471
300091.jpg, 300091.seg, 17.97512092632061
108041.jpg, 108041.seg, 13.075889788369844
236017.jpg, 236017.seg, 8.435231512344295
41069.jpg, 41069.seg, 13.1000192905848
62096.jpg, 62096.seg, 12.609439395677915
314016.jpg, 314016.seg, 11.372087466773143
60079.jpg, 60079.seg, 15.081582994516369
103041.jpg, 103041.seg, 10.282961672197377
106025.jpg, 106025.seg, 11.787108119675151
183087.jpg, 183087.seg, 11.047546035138879
100075.jpg, 100075.seg, 7.767672976674433
42012.jpg, 42012.seg, 7.033798354222397
65010.jpg, 65010.seg, 6.930878899217862
43074.jpg, 43074.seg, 12.929843101979722
105053.jpg, 105053.seg, 12.900710393403514
232038.jpg, 232038.seg, 9.837464591349736
43083.jpg, 43083.seg, 7.244268697607506
187083.jpg, 187083.seg, 10.780562191532898
155060.jpg, 155060.seg, 9.72236111963253
170054.jpg, 170054.seg, 8.914589048737401
268002.jpg, 268002.seg, 14.449905574892208
309004.jpg, 309004.seg, 12.435724489928969
24077.jpg, 24077.seg, 8.563988276917405
135069.jpg, 135069.seg, 18.04491833548327
385039.jpg, 385039.seg, 9.35278510009574
253055.jpg, 253055.seg, 13.530637488003475
24063.jpg, 24063.seg, 9.180361136391687
247085.jpg, 247085.seg, 10.69666579087534
285079.jpg, 285079.seg, 12.68899453572714
59078.jpg, 59078.seg, 7.4128711760772665
274007.jpg, 274007.seg, 7.560350516535594
35070.jpg, 35070.seg, 9.137279552267453
54005.jpg, 54005.seg, 8.32947049201599
109053.jpg, 109053.seg, 7.894490708647786
220075.jpg, 220075.seg, 8.88604227112826
216066.jpg, 216066.seg, 14.15882481205768
167083.jpg, 167083.seg, 15.667406176694751
198004.jpg, 198004.seg, 6.797642843726097
166081.jpg, 166081.seg, 11.172535345266256
61086.jpg, 61086.seg, 5.9696754998383526
16077.jpg, 16077.seg, 8.216058657284348
246016.jpg, 246016.seg, 8.879072555676721
135037.jpg, 135037.seg, 8.993804071839588
310007.jpg, 310007.seg, 10.955273707428224
105025.jpg, 105025.seg, 11.877674485185464
368078.jpg, 368078.seg, 9.416759065942392
238011.jpg, 238011.seg, 7.643456526594073
365025.jpg, 365025.seg, 13.707641664911364
216041.jpg, 216041.seg, 13.472194011983442
28096.jpg, 28096.seg, 15.386724609707942
293029.jpg, 293029.seg, 9.371503759665922
285036.jpg, 285036.seg, 11.246422314282105
229036.jpg, 229036.seg, 9.480437160758251
207056.jpg, 207056.seg, 11.689248691582984
147021.jpg, 147021.seg, 11.401606028762115
22093.jpg, 22093.seg, 10.073619038321942
